"";"Overall"
"msp_0883";0,310038745177086
"msp_0884";0,101319928596591
"msp_0885";0,168475575664039
"msp_0886";0
"msp_0887";0,0421895576099767
"msp_0888";0
"msp_0889";0
"msp_0890c";0,123126893130169
"msp_0891";0
"msp_0892";0,0199845272889363
"msp_0893";0,194225797089991
"msp_0894";0
"msp_0895";0,0260116069475044
"msp_0896";0
"msp_0897";0
"msp_0898";0,240784631313197
"msp_0899";0
"msp_0900";0
"msp_0901";0
"msp_0902";0
"msp_0903";0,541870854811018
"msp_0904";0,210602901408727
"msp_0905c";0
"msp_0906";0,0919560874837263
"msp_0907";0,0257578351724068
"msp_0908";0,316239432298439
"msp_0909";0,0177640242568323
"msp_0910";0,171991349650688
"msp_0911";0
"msp_0912";0
"msp_0913";0
"msp_0914";0
"msp_0915c";0
"msp_0916";0,128064709690174
"msp_0917";4,02492728892362
"msp_0918";0
"msp_0919";0
"msp_0920";0
"msp_0921";0
"msp_0922";0,0658415290844326
"msp_0923";0
"msp_0924";0,270669665252473
"msp_0925";0,059953581866809
"msp_0926";0
"msp_0927";0
"msp_0928";0
"msp_0929";0
"msp_0930";0,799371038143258
"msp_0931";0,650538519966854
"msp_0932";0,373979444046992
"msp_0933";0
"msp_0934";0
"msp_0935";0,0723249559028172
"msp_0936c";0
"msp_0937";0,0769404300624049
"msp_0938";0
"msp_0939";0,168834839076646
"msp_0940";0
"msp_0941";0
"msp_0942";0,0414493899326087
"msp_0943";0
"msp_0944";0,343829398542397
"msp_0945";0,0892346151834875
"msp_0946";0,0666150909631211
"msp_0947";0,0263625679130649
"msp_0948";0
"msp_0949";0,140846114258016
"msp_0950c";0,122148814413647
"msp_0951";1,01082634835161
"msp_0952";0
"msp_0953";0,140794729698053
"msp_0954";0,0258075664833162
"msp_0955";0
"msp_0956";0
"msp_0957";0
"msp_0958";0
"msp_0959";0,141213419017854
"msp_0960";0,0470224171504384
"msp_0961";0,516733986894102
"msp_0962";3,10012957222007
"msp_0963c";0
"msp_0964";0,0255357848691964
"msp_0965";0,0985059354151492
"msp_0966";0
"msp_0967";0
"msp_0968c";0
"msp_0969";0,727613613285107
"msp_0970";0,0248696339595652
"msp_0971";0
"msp_0972";0
"msp_0973";0
"msp_0974c";0,500212091186279
"msp_0975";0
"msp_0976";0,0485549996353415
"msp_0977";6,09887098404846
"msp_0978";0,152627253283894
"msp_0979";0,119959230701267
"msp_0980";0
"msp_0981";0
"msp_0982";4,81226007355847
"msp_0983";0,0518117374157608
"msp_0984";0
"msp_0985";0,147581434101605
"msp_0986";1,30059147465112
"msp_0987";0,0527057061689456
"msp_0988";0
"msp_0989";0
"msp_0990";0
"msp_0991";0,0494218519322381
"msp_0992";0
"msp_0993";0
"msp_0994";0
"msp_0995";0
"msp_0996";0
"msp_0997";0
"msp_0998";0
"msp_0999";0
"msp_1000";0
"msp_1001";2,59830076688797
"msp_1002";0
"msp_1003";0
"msp_1004";0
"msp_1005";0,135977888142962
"msp_1006";0
"msp_1007";0
"msp_1008";0
"msp_1009";0,199593498928118
"msp_1010";0
"msp_1011";0
"msp_1012";0,867442968736486
"msp_1013";0,0213168291081987
"msp_1014";0
"msp_1016";0
"msp_1017";0,466129335181076
"msp_1018";0
"msp_1019";0
"msp_1020";0
"msp_1021";0,961159213418392
"msp_1022";0
"msp_1023";0
"msp_1024";0
"msp_1025";0
"msp_1026";0
"msp_1027";0,0414493899326087
"msp_1028c";0
"msp_1029";0
"msp_1030";0,026379576021396
"msp_1031";0,0674757510530839
"msp_1032";0,0969956097205445
"msp_1033";1,00139678542924
"msp_1034";0
"msp_1035";0
"msp_1036";0,0785543555114685
"msp_1037";0
"msp_1038";0,612681636479778
"msp_1039";0,0866958347136503
"msp_1040c";0
"msp_1041";0
"msp_1042";0,0456101526904006
"msp_1043";0
"msp_1044";0
"msp_1045";0
"msp_1046";0,0476823808999182
"msp_1047";0,100129515609163
"msp_1048";0,026359519864977
"msp_1049";0,0199845272889363
"msp_1050";0
"msp_1051";0
"msp_1052";0
"msp_1053";0,199407657234486
"msp_1054";0
"msp_1055";0
"msp_1056";0
"msp_1057c";0,118211506872739
"msp_1058c";0
"msp_1059c";0
"msp_1060c";10,9315199071656
"msp_1061c";0,0263768845025691
"msp_1062";0,246289313558935
"msp_1063c";0
"msp_1064";0
